,AGEP,COW,SCHL,MAR,WKHP,SEX,INCOME
31297,64.0,1.0,21.0,1.0,40.0,Male,1.0
23548,34.0,1.0,19.0,1.0,60.0,Male,1.0
8466,62.0,1.0,24.0,1.0,55.0,Male,1.0
49435,44.0,5.0,17.0,1.0,50.0,Male,1.0
62577,49.0,1.0,22.0,5.0,50.0,Male,1.0
79351,47.0,6.0,21.0,1.0,40.0,Male,1.0
23425,53.0,6.0,21.0,3.0,20.0,Male,1.0
87983,33.0,1.0,17.0,1.0,40.0,Male,1.0
17447,56.0,1.0,18.0,3.0,60.0,Male,1.0
96626,27.0,2.0,23.0,1.0,40.0,Male,1.0
13146,30.0,1.0,22.0,5.0,40.0,Male,1.0
86615,37.0,3.0,20.0,5.0,40.0,Male,1.0
61299,56.0,7.0,16.0,1.0,48.0,Male,1.0
23702,26.0,1.0,21.0,5.0,45.0,Male,1.0
88721,65.0,7.0,21.0,1.0,30.0,Male,1.0
34185,49.0,1.0,20.0,1.0,40.0,Male,1.0
75154,73.0,6.0,21.0,1.0,3.0,Male,1.0
39459,66.0,7.0,23.0,1.0,35.0,Male,1.0
36302,56.0,1.0,22.0,1.0,55.0,Male,1.0
85457,39.0,3.0,22.0,1.0,40.0,Male,1.0
67490,50.0,2.0,16.0,1.0,35.0,Male,1.0
70215,55.0,1.0,20.0,5.0,57.0,Male,1.0
34278,55.0,4.0,17.0,1.0,40.0,Male,1.0
69021,51.0,1.0,23.0,1.0,80.0,Male,1.0
61812,45.0,1.0,20.0,1.0,60.0,Male,1.0
71889,35.0,1.0,21.0,1.0,45.0,Male,1.0
74678,69.0,1.0,23.0,1.0,50.0,Male,1.0
43042,60.0,2.0,24.0,1.0,40.0,Male,1.0
37039,31.0,3.0,19.0,5.0,45.0,Male,1.0
21278,70.0,1.0,16.0,1.0,35.0,Male,1.0
20838,59.0,3.0,10.0,1.0,40.0,Male,1.0
92864,60.0,7.0,20.0,1.0,60.0,Male,1.0
95713,35.0,3.0,20.0,5.0,40.0,Male,1.0
43304,36.0,1.0,17.0,1.0,50.0,Male,1.0
77546,59.0,6.0,16.0,3.0,40.0,Male,1.0
83104,36.0,7.0,21.0,1.0,50.0,Male,1.0
21992,45.0,5.0,20.0,1.0,40.0,Male,1.0
84655,50.0,3.0,22.0,5.0,40.0,Male,1.0
35881,42.0,1.0,23.0,1.0,50.0,Male,1.0
13252,40.0,1.0,21.0,1.0,40.0,Male,1.0
79108,31.0,1.0,22.0,1.0,40.0,Male,1.0
42966,45.0,2.0,16.0,1.0,40.0,Male,1.0
88394,48.0,1.0,21.0,1.0,42.0,Male,1.0
69041,60.0,2.0,20.0,1.0,35.0,Male,1.0
93509,53.0,1.0,18.0,1.0,35.0,Male,1.0
13942,24.0,1.0,8.0,5.0,45.0,Male,1.0
34749,50.0,7.0,23.0,1.0,45.0,Male,1.0
40442,53.0,7.0,16.0,1.0,40.0,Male,1.0
82247,59.0,1.0,21.0,3.0,40.0,Male,1.0
21258,36.0,1.0,21.0,1.0,40.0,Male,1.0
94501,60.0,7.0,22.0,5.0,40.0,Male,1.0
9681,51.0,1.0,21.0,1.0,50.0,Male,1.0
56479,26.0,3.0,19.0,5.0,40.0,Male,1.0
41087,34.0,3.0,21.0,5.0,35.0,Male,1.0
45129,54.0,3.0,22.0,1.0,35.0,Male,1.0
36337,51.0,1.0,19.0,3.0,50.0,Male,1.0
70435,52.0,1.0,20.0,1.0,40.0,Male,1.0
6916,40.0,1.0,14.0,1.0,40.0,Male,1.0
65663,35.0,3.0,22.0,5.0,52.0,Male,1.0
86135,41.0,3.0,20.0,3.0,40.0,Male,1.0
4210,52.0,1.0,22.0,1.0,50.0,Male,1.0
5550,72.0,1.0,16.0,1.0,40.0,Male,1.0
43938,40.0,4.0,23.0,5.0,40.0,Male,1.0
21179,55.0,1.0,16.0,1.0,50.0,Male,1.0
80666,68.0,5.0,20.0,1.0,40.0,Male,1.0
3910,44.0,3.0,22.0,1.0,35.0,Male,1.0
101462,42.0,1.0,21.0,1.0,55.0,Male,1.0
29042,52.0,1.0,1.0,5.0,40.0,Male,1.0
73853,80.0,3.0,22.0,1.0,2.0,Male,1.0
49874,53.0,6.0,22.0,1.0,50.0,Male,1.0
49018,36.0,1.0,23.0,1.0,50.0,Male,1.0
66744,59.0,7.0,22.0,3.0,15.0,Male,1.0
16782,37.0,1.0,19.0,1.0,52.0,Male,1.0
8736,26.0,1.0,21.0,1.0,55.0,Male,1.0
30336,43.0,1.0,23.0,1.0,60.0,Male,1.0
18120,59.0,5.0,21.0,1.0,45.0,Male,1.0
17256,47.0,1.0,20.0,1.0,60.0,Male,1.0
99966,48.0,3.0,18.0,1.0,35.0,Male,1.0
73808,33.0,1.0,19.0,5.0,50.0,Male,1.0
93869,71.0,1.0,19.0,1.0,21.0,Male,1.0
49334,54.0,4.0,22.0,1.0,40.0,Male,1.0
96885,76.0,6.0,11.0,1.0,8.0,Male,1.0
100795,39.0,1.0,21.0,5.0,50.0,Male,1.0
56503,71.0,1.0,9.0,1.0,40.0,Male,1.0
38599,32.0,4.0,22.0,1.0,44.0,Male,1.0
93091,25.0,3.0,21.0,5.0,50.0,Male,1.0
86696,34.0,1.0,21.0,1.0,40.0,Male,1.0
76733,29.0,1.0,21.0,1.0,60.0,Male,1.0
96978,47.0,1.0,1.0,5.0,40.0,Male,1.0
49710,42.0,1.0,22.0,1.0,40.0,Male,1.0
99881,42.0,1.0,20.0,1.0,50.0,Male,1.0
8649,32.0,1.0,16.0,5.0,50.0,Male,1.0
53917,56.0,1.0,21.0,5.0,25.0,Male,1.0
97505,51.0,1.0,19.0,1.0,40.0,Male,1.0
50701,42.0,1.0,21.0,1.0,55.0,Male,1.0
35837,56.0,1.0,16.0,1.0,90.0,Male,1.0
43271,39.0,1.0,21.0,1.0,40.0,Male,1.0
92116,64.0,1.0,19.0,1.0,40.0,Male,1.0
51607,59.0,4.0,21.0,5.0,40.0,Male,1.0
39660,61.0,1.0,21.0,1.0,50.0,Male,1.0
77386,71.0,6.0,21.0,5.0,4.0,Male,1.0
32528,70.0,7.0,23.0,1.0,60.0,Male,1.0
64645,48.0,3.0,21.0,5.0,55.0,Male,1.0
44988,52.0,1.0,18.0,1.0,40.0,Male,1.0
21457,56.0,3.0,20.0,1.0,50.0,Male,1.0
21262,62.0,1.0,20.0,1.0,50.0,Male,1.0
5483,36.0,1.0,20.0,1.0,40.0,Male,1.0
97529,40.0,1.0,21.0,1.0,40.0,Male,1.0
12511,27.0,3.0,23.0,5.0,35.0,Male,1.0
31192,56.0,2.0,24.0,1.0,70.0,Male,1.0
98367,40.0,1.0,21.0,1.0,40.0,Male,1.0
80866,54.0,1.0,23.0,1.0,40.0,Male,1.0
96859,41.0,1.0,21.0,1.0,55.0,Male,1.0
48846,27.0,1.0,21.0,5.0,50.0,Male,1.0
39918,32.0,3.0,21.0,5.0,55.0,Male,1.0
33715,30.0,1.0,21.0,1.0,40.0,Male,1.0
5164,30.0,1.0,20.0,1.0,40.0,Male,1.0
72032,35.0,1.0,22.0,1.0,65.0,Male,1.0
65452,38.0,1.0,23.0,1.0,45.0,Male,1.0
61038,36.0,7.0,21.0,1.0,60.0,Male,1.0
8159,38.0,1.0,19.0,3.0,60.0,Male,1.0
96812,58.0,1.0,16.0,5.0,50.0,Male,1.0
92493,47.0,4.0,20.0,1.0,40.0,Male,1.0
75591,58.0,4.0,19.0,1.0,40.0,Male,1.0
8593,44.0,1.0,19.0,1.0,50.0,Male,1.0
47426,32.0,7.0,20.0,1.0,75.0,Male,1.0
79249,27.0,3.0,19.0,5.0,70.0,Male,1.0
74201,33.0,1.0,16.0,5.0,47.0,Male,1.0
96003,39.0,1.0,23.0,1.0,50.0,Male,1.0
62996,33.0,1.0,22.0,1.0,50.0,Male,1.0
17675,53.0,3.0,21.0,5.0,40.0,Male,1.0
7285,55.0,1.0,20.0,1.0,45.0,Male,1.0
43684,51.0,5.0,21.0,1.0,40.0,Male,1.0
101408,48.0,1.0,21.0,1.0,40.0,Male,1.0
32348,48.0,5.0,23.0,1.0,80.0,Male,1.0
15585,46.0,3.0,16.0,1.0,37.0,Male,1.0
72660,43.0,6.0,23.0,5.0,35.0,Male,1.0
83130,37.0,2.0,22.0,5.0,40.0,Male,1.0
95393,59.0,1.0,21.0,3.0,70.0,Male,1.0
43044,30.0,1.0,21.0,5.0,40.0,Male,1.0
37066,43.0,1.0,22.0,1.0,60.0,Male,1.0
48894,79.0,1.0,13.0,2.0,37.0,Male,1.0
96735,35.0,1.0,21.0,5.0,50.0,Male,1.0
15241,55.0,1.0,20.0,1.0,75.0,Male,1.0
25222,56.0,1.0,19.0,1.0,44.0,Male,1.0
93379,52.0,1.0,19.0,1.0,40.0,Male,1.0
15111,64.0,6.0,16.0,1.0,40.0,Male,1.0
90938,62.0,3.0,24.0,1.0,40.0,Male,1.0
47855,34.0,1.0,21.0,5.0,50.0,Male,1.0
20474,56.0,3.0,19.0,1.0,48.0,Male,1.0
70609,42.0,1.0,21.0,1.0,50.0,Male,1.0
50115,49.0,1.0,21.0,1.0,42.0,Male,1.0
45680,52.0,2.0,24.0,1.0,40.0,Male,1.0
64115,71.0,3.0,20.0,1.0,40.0,Male,1.0
81738,55.0,7.0,21.0,1.0,40.0,Male,1.0
46834,45.0,1.0,20.0,5.0,40.0,Male,1.0
6333,61.0,1.0,21.0,1.0,50.0,Male,1.0
65566,30.0,5.0,22.0,1.0,60.0,Male,1.0
80395,36.0,1.0,21.0,1.0,40.0,Male,1.0
68252,49.0,1.0,20.0,1.0,40.0,Male,1.0
38348,47.0,1.0,23.0,1.0,45.0,Male,1.0
8887,85.0,6.0,23.0,1.0,30.0,Male,1.0
63049,36.0,1.0,21.0,1.0,53.0,Male,1.0
12366,36.0,1.0,21.0,1.0,40.0,Male,1.0
29041,37.0,4.0,21.0,1.0,40.0,Male,1.0
66903,41.0,1.0,18.0,5.0,40.0,Male,1.0
83506,30.0,1.0,21.0,1.0,45.0,Male,1.0
64680,75.0,1.0,20.0,1.0,25.0,Male,1.0
99463,33.0,2.0,22.0,1.0,40.0,Male,1.0
65653,30.0,1.0,21.0,1.0,40.0,Male,1.0
72141,57.0,2.0,20.0,1.0,55.0,Male,1.0
20358,36.0,3.0,22.0,1.0,35.0,Male,1.0
50638,52.0,4.0,16.0,1.0,40.0,Male,1.0
9652,63.0,7.0,16.0,1.0,50.0,Male,1.0
14578,70.0,1.0,16.0,3.0,40.0,Male,1.0
36373,58.0,1.0,21.0,1.0,60.0,Male,1.0
23178,58.0,3.0,22.0,1.0,35.0,Male,1.0
99777,71.0,6.0,16.0,1.0,30.0,Male,1.0
67638,50.0,1.0,23.0,1.0,45.0,Male,1.0
89503,70.0,1.0,21.0,1.0,40.0,Male,1.0
68383,52.0,1.0,16.0,1.0,40.0,Male,1.0
18424,49.0,1.0,17.0,1.0,40.0,Male,1.0
91555,45.0,3.0,21.0,1.0,45.0,Male,1.0
81176,58.0,7.0,21.0,3.0,40.0,Male,1.0
61667,43.0,4.0,21.0,5.0,40.0,Male,1.0
44135,55.0,3.0,16.0,1.0,40.0,Male,1.0
39834,79.0,5.0,18.0,1.0,40.0,Male,1.0
57828,25.0,2.0,22.0,5.0,55.0,Male,1.0
19318,37.0,1.0,20.0,1.0,50.0,Male,1.0
44790,25.0,1.0,21.0,5.0,40.0,Male,1.0
48043,34.0,1.0,21.0,5.0,40.0,Male,1.0
72306,59.0,1.0,22.0,1.0,40.0,Male,1.0
64446,41.0,7.0,22.0,1.0,60.0,Male,1.0
30357,63.0,7.0,22.0,1.0,50.0,Male,1.0
27326,65.0,1.0,23.0,1.0,53.0,Male,1.0
98359,35.0,1.0,21.0,5.0,40.0,Male,1.0
97254,35.0,1.0,21.0,1.0,30.0,Male,1.0
15101,26.0,1.0,21.0,5.0,50.0,Male,1.0
76560,46.0,1.0,22.0,1.0,50.0,Male,1.0
68244,48.0,6.0,16.0,5.0,50.0,Male,1.0
30326,61.0,3.0,21.0,1.0,50.0,Male,1.0
39072,61.0,7.0,19.0,1.0,40.0,Male,1.0
82503,52.0,1.0,19.0,1.0,45.0,Male,1.0
37233,35.0,1.0,23.0,1.0,50.0,Male,1.0
55816,42.0,1.0,16.0,3.0,50.0,Male,1.0
79039,27.0,1.0,21.0,5.0,40.0,Male,1.0
10147,46.0,4.0,16.0,1.0,60.0,Male,1.0
9184,33.0,1.0,21.0,1.0,60.0,Male,1.0
97068,46.0,3.0,16.0,1.0,40.0,Male,1.0
99034,30.0,3.0,22.0,1.0,50.0,Male,1.0
30012,37.0,3.0,19.0,1.0,40.0,Male,1.0
19207,37.0,6.0,19.0,5.0,30.0,Male,1.0
32577,45.0,1.0,19.0,1.0,40.0,Male,1.0
42054,66.0,1.0,22.0,1.0,40.0,Male,1.0
63524,43.0,1.0,20.0,1.0,60.0,Male,1.0
24038,44.0,1.0,19.0,1.0,40.0,Male,1.0
26722,45.0,1.0,21.0,1.0,50.0,Male,1.0
24980,26.0,1.0,21.0,5.0,45.0,Male,1.0
13193,42.0,4.0,21.0,1.0,40.0,Male,1.0
74546,58.0,1.0,21.0,1.0,40.0,Male,1.0
94019,36.0,3.0,20.0,5.0,40.0,Male,1.0
32046,54.0,3.0,20.0,1.0,40.0,Male,1.0
34347,55.0,6.0,18.0,1.0,50.0,Male,1.0
100402,61.0,1.0,20.0,1.0,35.0,Male,1.0
21189,45.0,4.0,22.0,1.0,50.0,Male,1.0
45704,32.0,1.0,21.0,1.0,50.0,Male,1.0
16515,46.0,7.0,15.0,1.0,44.0,Male,1.0
24524,27.0,1.0,22.0,5.0,50.0,Male,1.0
77651,56.0,1.0,18.0,1.0,40.0,Male,1.0
84996,84.0,3.0,16.0,1.0,2.0,Male,1.0
102229,36.0,1.0,21.0,1.0,40.0,Male,1.0
45549,51.0,3.0,21.0,1.0,60.0,Male,1.0
82957,25.0,1.0,21.0,5.0,40.0,Male,1.0
16788,34.0,2.0,22.0,1.0,45.0,Male,1.0
14091,40.0,1.0,23.0,1.0,45.0,Male,1.0
19711,36.0,7.0,21.0,1.0,60.0,Male,1.0
4635,43.0,1.0,21.0,1.0,40.0,Male,1.0
22136,66.0,4.0,19.0,3.0,40.0,Male,1.0
72265,52.0,1.0,20.0,1.0,40.0,Male,1.0
10255,64.0,3.0,19.0,1.0,40.0,Male,1.0
44150,66.0,1.0,17.0,1.0,40.0,Male,1.0
20322,32.0,4.0,20.0,1.0,42.0,Male,1.0
76548,32.0,1.0,23.0,1.0,55.0,Male,1.0
51246,36.0,7.0,16.0,1.0,65.0,Male,1.0
82928,45.0,3.0,20.0,1.0,55.0,Male,1.0
36076,60.0,1.0,19.0,1.0,56.0,Male,1.0
65713,35.0,4.0,23.0,5.0,90.0,Male,1.0
35052,51.0,1.0,21.0,1.0,40.0,Male,1.0
64554,30.0,6.0,17.0,5.0,40.0,Male,1.0
102922,43.0,1.0,18.0,1.0,40.0,Male,1.0
23608,52.0,1.0,21.0,1.0,40.0,Male,1.0
20427,37.0,1.0,22.0,5.0,40.0,Male,1.0
91929,71.0,6.0,15.0,1.0,40.0,Male,1.0
52152,34.0,1.0,24.0,5.0,50.0,Male,1.0
7409,75.0,4.0,21.0,1.0,18.0,Male,1.0
13304,38.0,1.0,20.0,5.0,40.0,Male,1.0
39052,49.0,3.0,18.0,1.0,55.0,Male,1.0
15811,52.0,1.0,20.0,1.0,40.0,Male,1.0
7320,65.0,1.0,11.0,2.0,50.0,Male,1.0
94546,32.0,3.0,16.0,1.0,59.0,Male,1.0
64234,64.0,1.0,17.0,3.0,40.0,Male,1.0
92972,56.0,1.0,22.0,3.0,40.0,Male,1.0
71231,31.0,5.0,21.0,1.0,40.0,Male,1.0
80012,31.0,1.0,21.0,5.0,42.0,Male,1.0
83035,49.0,1.0,23.0,1.0,55.0,Male,1.0
99207,44.0,1.0,21.0,1.0,50.0,Male,1.0
75283,40.0,6.0,23.0,1.0,50.0,Male,1.0
56973,55.0,5.0,21.0,1.0,40.0,Male,1.0
49440,35.0,7.0,21.0,5.0,60.0,Male,1.0
70772,29.0,1.0,21.0,5.0,40.0,Male,1.0
31470,41.0,1.0,22.0,1.0,40.0,Male,1.0
60613,29.0,2.0,19.0,1.0,50.0,Male,1.0
30472,55.0,5.0,20.0,1.0,40.0,Male,1.0
76608,29.0,1.0,21.0,5.0,45.0,Male,1.0
13361,35.0,1.0,21.0,1.0,40.0,Male,1.0
31585,54.0,7.0,21.0,1.0,40.0,Male,1.0
75323,31.0,3.0,22.0,1.0,40.0,Male,1.0
78233,30.0,1.0,19.0,5.0,40.0,Male,1.0
76918,59.0,4.0,21.0,1.0,40.0,Male,1.0
31031,53.0,1.0,23.0,1.0,60.0,Male,1.0
32723,67.0,3.0,16.0,5.0,55.0,Male,1.0
88514,52.0,7.0,21.0,5.0,40.0,Male,1.0
45919,49.0,1.0,21.0,1.0,40.0,Male,1.0
74725,49.0,1.0,22.0,1.0,50.0,Male,1.0
84769,61.0,7.0,18.0,1.0,60.0,Male,1.0
101898,39.0,3.0,18.0,5.0,75.0,Male,1.0
37663,61.0,1.0,19.0,1.0,42.0,Male,1.0
92658,47.0,1.0,21.0,1.0,40.0,Male,1.0
64381,27.0,3.0,21.0,5.0,50.0,Male,1.0
53077,37.0,1.0,22.0,1.0,40.0,Male,1.0
42994,60.0,1.0,20.0,1.0,40.0,Male,1.0
43430,39.0,1.0,21.0,1.0,45.0,Male,1.0
64535,35.0,1.0,16.0,5.0,40.0,Male,1.0
53581,53.0,1.0,19.0,1.0,40.0,Male,1.0
94288,50.0,3.0,22.0,1.0,40.0,Male,1.0
54428,61.0,1.0,16.0,1.0,40.0,Male,1.0
91958,68.0,4.0,16.0,5.0,37.0,Male,1.0
28353,63.0,1.0,19.0,1.0,60.0,Male,1.0
28630,58.0,2.0,23.0,1.0,50.0,Male,1.0
67693,24.0,1.0,21.0,5.0,40.0,Male,1.0
22129,48.0,1.0,18.0,1.0,55.0,Male,1.0
21804,30.0,1.0,20.0,1.0,40.0,Male,1.0
18765,36.0,1.0,21.0,1.0,45.0,Male,1.0
87068,44.0,2.0,19.0,1.0,40.0,Male,1.0
73964,22.0,1.0,17.0,5.0,50.0,Male,1.0
39225,53.0,1.0,19.0,1.0,40.0,Male,1.0
59909,55.0,1.0,21.0,1.0,50.0,Male,1.0
28152,54.0,1.0,16.0,1.0,40.0,Male,1.0
29361,47.0,1.0,20.0,1.0,40.0,Male,1.0
13176,65.0,7.0,16.0,3.0,50.0,Male,1.0
68489,62.0,3.0,21.0,1.0,35.0,Male,1.0
73033,51.0,1.0,21.0,4.0,50.0,Male,1.0
91139,56.0,1.0,20.0,1.0,48.0,Male,1.0
36366,33.0,2.0,23.0,5.0,60.0,Male,1.0
16516,51.0,5.0,20.0,5.0,50.0,Male,1.0
101139,44.0,1.0,21.0,1.0,50.0,Male,1.0
8442,39.0,4.0,22.0,1.0,40.0,Male,1.0
83579,29.0,1.0,21.0,5.0,40.0,Male,1.0
59959,44.0,1.0,22.0,1.0,50.0,Male,1.0
12929,59.0,1.0,16.0,1.0,40.0,Male,1.0
78908,65.0,1.0,21.0,5.0,40.0,Male,1.0
54341,58.0,4.0,20.0,1.0,50.0,Male,1.0
76878,36.0,4.0,21.0,3.0,40.0,Male,1.0
41285,58.0,1.0,16.0,3.0,40.0,Male,1.0
75720,30.0,2.0,19.0,5.0,40.0,Male,1.0
42253,39.0,1.0,21.0,5.0,40.0,Male,1.0
51703,57.0,1.0,18.0,1.0,40.0,Male,1.0
15814,57.0,3.0,16.0,5.0,40.0,Male,1.0
56963,42.0,1.0,20.0,5.0,45.0,Male,1.0
28122,29.0,3.0,21.0,5.0,40.0,Male,1.0
98274,43.0,2.0,16.0,5.0,50.0,Male,1.0
5201,38.0,7.0,19.0,1.0,80.0,Male,1.0
96564,53.0,7.0,17.0,1.0,70.0,Male,1.0
12925,42.0,1.0,17.0,5.0,40.0,Male,1.0
63689,68.0,1.0,16.0,1.0,35.0,Male,1.0
53775,56.0,1.0,21.0,5.0,44.0,Male,1.0
26058,30.0,3.0,21.0,5.0,35.0,Male,1.0
80390,49.0,3.0,16.0,1.0,48.0,Male,1.0
15856,38.0,6.0,23.0,1.0,40.0,Male,1.0
14522,36.0,1.0,22.0,5.0,50.0,Male,1.0
30521,38.0,1.0,21.0,1.0,40.0,Male,1.0
4456,62.0,4.0,21.0,1.0,40.0,Male,1.0
100488,46.0,1.0,16.0,5.0,40.0,Male,1.0
101580,26.0,1.0,21.0,5.0,40.0,Male,1.0
82196,53.0,3.0,22.0,1.0,35.0,Male,1.0
4789,64.0,1.0,23.0,1.0,36.0,Male,1.0
31802,26.0,1.0,19.0,5.0,43.0,Male,1.0
84798,58.0,2.0,22.0,1.0,55.0,Male,1.0
35129,55.0,7.0,19.0,1.0,65.0,Male,1.0
87385,45.0,3.0,21.0,1.0,35.0,Male,1.0
87812,37.0,1.0,16.0,4.0,40.0,Male,1.0
100335,35.0,1.0,23.0,1.0,50.0,Male,1.0
66513,44.0,1.0,21.0,1.0,50.0,Male,1.0
84314,32.0,6.0,16.0,4.0,50.0,Male,1.0
64863,48.0,2.0,24.0,1.0,50.0,Male,1.0
23963,42.0,1.0,16.0,5.0,40.0,Male,1.0
41681,62.0,1.0,21.0,1.0,40.0,Male,1.0
71210,34.0,1.0,20.0,5.0,52.0,Male,1.0
25227,52.0,1.0,22.0,1.0,50.0,Male,1.0
9080,62.0,7.0,16.0,1.0,65.0,Male,1.0
56359,51.0,6.0,18.0,3.0,40.0,Male,1.0
15691,31.0,1.0,21.0,1.0,50.0,Male,1.0
59684,47.0,1.0,19.0,1.0,40.0,Male,1.0
23921,43.0,2.0,22.0,1.0,45.0,Male,1.0
49814,58.0,1.0,19.0,1.0,40.0,Male,1.0
76008,27.0,1.0,21.0,5.0,40.0,Male,1.0
61205,25.0,3.0,21.0,5.0,40.0,Male,1.0
67929,70.0,1.0,19.0,1.0,50.0,Male,1.0
69048,43.0,1.0,21.0,5.0,50.0,Male,1.0
64393,27.0,3.0,21.0,5.0,40.0,Male,1.0
20807,26.0,7.0,20.0,5.0,85.0,Male,1.0
12482,51.0,1.0,15.0,1.0,35.0,Male,1.0
64912,39.0,7.0,16.0,3.0,50.0,Male,1.0
89802,33.0,1.0,22.0,5.0,45.0,Male,1.0
70980,40.0,1.0,16.0,5.0,48.0,Male,1.0
3203,30.0,2.0,23.0,5.0,40.0,Male,1.0
96382,31.0,1.0,21.0,1.0,45.0,Male,1.0
93012,46.0,2.0,21.0,1.0,40.0,Male,1.0
44624,68.0,4.0,17.0,5.0,35.0,Male,1.0
19762,60.0,1.0,19.0,5.0,55.0,Male,1.0
46542,25.0,1.0,21.0,5.0,50.0,Male,1.0
28257,33.0,1.0,22.0,5.0,43.0,Male,1.0
14341,59.0,3.0,16.0,1.0,40.0,Male,1.0
65295,32.0,7.0,22.0,1.0,42.0,Male,1.0
70579,64.0,6.0,19.0,1.0,40.0,Male,1.0
58184,57.0,1.0,21.0,5.0,40.0,Male,1.0
6816,32.0,1.0,21.0,5.0,40.0,Male,1.0
19663,26.0,1.0,17.0,1.0,48.0,Male,1.0
79423,29.0,1.0,21.0,5.0,35.0,Male,1.0
28714,47.0,1.0,20.0,1.0,55.0,Male,1.0
70802,33.0,1.0,21.0,5.0,45.0,Male,1.0
70158,53.0,1.0,21.0,5.0,44.0,Male,1.0
50862,42.0,1.0,20.0,1.0,40.0,Male,1.0
81747,49.0,2.0,24.0,3.0,50.0,Male,1.0
9554,58.0,1.0,16.0,1.0,50.0,Male,1.0
95896,36.0,1.0,21.0,1.0,44.0,Male,1.0
29110,59.0,4.0,21.0,1.0,40.0,Male,1.0
17677,60.0,1.0,23.0,1.0,40.0,Male,1.0
12615,46.0,7.0,20.0,4.0,40.0,Male,1.0
42567,39.0,2.0,19.0,1.0,40.0,Male,1.0
81040,33.0,1.0,21.0,1.0,45.0,Male,1.0
45624,44.0,2.0,21.0,1.0,40.0,Male,1.0
19894,64.0,5.0,19.0,1.0,40.0,Male,1.0
40590,50.0,1.0,21.0,5.0,40.0,Male,1.0
71609,44.0,4.0,22.0,2.0,40.0,Male,1.0
90395,49.0,1.0,22.0,1.0,50.0,Male,1.0
86094,51.0,1.0,18.0,1.0,40.0,Male,1.0
33226,41.0,1.0,16.0,1.0,40.0,Male,1.0
99853,53.0,6.0,23.0,1.0,60.0,Male,1.0
22745,29.0,1.0,23.0,5.0,60.0,Male,1.0
9725,38.0,1.0,17.0,3.0,65.0,Male,1.0
39231,56.0,1.0,17.0,1.0,40.0,Male,1.0
45656,46.0,1.0,22.0,1.0,50.0,Male,1.0
90695,52.0,1.0,9.0,1.0,35.0,Male,1.0
76416,27.0,2.0,22.0,1.0,50.0,Male,1.0
28108,59.0,1.0,24.0,1.0,40.0,Male,1.0
96523,61.0,1.0,21.0,1.0,50.0,Male,1.0
36394,30.0,1.0,21.0,5.0,60.0,Male,1.0
91742,68.0,1.0,19.0,1.0,40.0,Male,1.0
22211,49.0,4.0,20.0,1.0,40.0,Male,1.0
57688,35.0,1.0,21.0,5.0,40.0,Male,1.0
57299,48.0,3.0,22.0,1.0,40.0,Male,1.0
72133,44.0,1.0,23.0,1.0,50.0,Male,1.0
9713,44.0,2.0,22.0,1.0,40.0,Male,1.0
11990,47.0,3.0,19.0,1.0,54.0,Male,1.0
24366,40.0,1.0,1.0,3.0,40.0,Male,1.0
27803,48.0,4.0,16.0,1.0,55.0,Male,1.0
70213,27.0,1.0,18.0,1.0,40.0,Male,1.0
64042,45.0,1.0,16.0,1.0,40.0,Male,1.0
6009,55.0,1.0,12.0,1.0,53.0,Male,1.0
102077,50.0,1.0,21.0,1.0,42.0,Male,1.0
6443,25.0,1.0,21.0,5.0,55.0,Male,1.0
16608,40.0,1.0,21.0,1.0,40.0,Male,1.0
14134,63.0,2.0,22.0,1.0,40.0,Male,1.0
102158,52.0,6.0,23.0,1.0,70.0,Male,1.0
62829,52.0,3.0,22.0,1.0,50.0,Male,1.0
92613,48.0,1.0,21.0,3.0,40.0,Male,1.0
22035,35.0,1.0,16.0,1.0,40.0,Male,1.0
25431,39.0,6.0,21.0,5.0,40.0,Male,1.0
13440,49.0,3.0,22.0,5.0,40.0,Male,1.0
22712,64.0,1.0,21.0,1.0,37.0,Male,1.0
13093,51.0,2.0,23.0,1.0,40.0,Male,1.0
57405,57.0,1.0,21.0,1.0,40.0,Male,1.0
7790,31.0,3.0,21.0,1.0,40.0,Male,1.0
85272,39.0,1.0,20.0,1.0,42.0,Male,1.0
14901,26.0,1.0,21.0,1.0,50.0,Male,1.0
51212,34.0,1.0,19.0,1.0,45.0,Male,1.0
68080,27.0,1.0,19.0,5.0,60.0,Male,1.0
38097,37.0,4.0,24.0,5.0,50.0,Male,1.0
23710,49.0,2.0,21.0,1.0,50.0,Male,1.0
85626,40.0,1.0,20.0,4.0,40.0,Male,1.0
79401,29.0,1.0,16.0,5.0,40.0,Male,1.0
96915,28.0,1.0,17.0,5.0,53.0,Male,1.0
51138,35.0,1.0,18.0,1.0,40.0,Male,1.0
102931,32.0,1.0,20.0,5.0,40.0,Male,1.0
63108,57.0,3.0,20.0,1.0,46.0,Male,1.0
79592,66.0,2.0,21.0,2.0,40.0,Male,1.0
62421,44.0,1.0,21.0,1.0,55.0,Male,1.0
90400,37.0,1.0,16.0,1.0,40.0,Male,1.0
64008,85.0,6.0,24.0,1.0,10.0,Male,1.0
10318,45.0,7.0,21.0,1.0,70.0,Male,1.0
6683,46.0,1.0,22.0,1.0,40.0,Male,1.0
89799,31.0,1.0,21.0,1.0,60.0,Male,1.0
52801,33.0,7.0,22.0,1.0,40.0,Male,1.0
57049,52.0,1.0,16.0,3.0,40.0,Male,1.0
