AGEP,COW,SCHL,MAR,WKHP,SEX,INCOME
26,4,15,2,45,0,0
22,4,7,4,40,0,0
36,4,11,2,40,0,0
78,0,7,6,4,1,0
36,4,9,2,45,0,1
43,2,9,2,28,1,0
60,4,5,2,40,0,0
49,2,12,2,40,0,1
50,5,5,2,63,0,1
34,6,5,4,10,0,0
46,4,15,2,40,0,0
46,2,9,2,40,0,0
69,4,11,2,20,0,0
32,4,0,2,40,0,1
40,2,9,4,50,0,1
61,4,4,2,45,0,0
56,4,15,2,40,0,1
47,4,11,2,40,0,0
29,4,11,2,40,0,0
37,4,11,2,46,0,0
51,4,14,4,50,1,1
44,7,12,2,40,0,1
33,4,11,5,40,1,0
51,6,14,0,80,0,1
24,4,8,2,40,0,0
37,6,8,4,40,1,0
40,4,15,0,40,0,0
34,4,12,4,40,0,0
61,0,9,0,40,1,0
56,5,11,2,40,0,0
69,1,1,6,20,1,0
41,6,8,0,10,1,0
40,4,11,2,40,0,0
57,4,15,4,40,0,0
26,4,9,2,55,0,0
53,4,11,2,46,0,1
90,0,5,5,15,1,0
39,4,9,0,55,0,0
51,1,9,6,40,1,0
56,1,9,2,40,0,1
51,4,0,5,40,1,0
17,4,2,4,20,0,0
42,4,15,0,50,1,0
42,4,15,0,40,1,0
29,4,14,4,45,0,1
33,4,9,2,40,0,1
47,4,14,2,60,0,1
43,4,15,0,40,0,0
64,6,14,2,9,0,1
40,4,11,0,60,0,1
21,4,4,4,40,0,0
31,4,15,2,40,0,0
60,4,8,6,40,1,1
32,4,2,2,40,0,1
66,0,9,2,20,0,0
27,4,11,4,20,0,0
40,4,11,2,40,1,0
27,4,11,2,40,1,1
18,4,15,4,30,0,0
43,4,11,5,40,1,0
52,4,11,2,48,0,1
31,4,11,4,85,0,0
28,4,11,2,60,0,0
44,4,12,4,35,1,0
37,6,15,2,84,0,0
35,4,9,2,50,0,1
42,4,6,5,40,0,0
18,4,0,4,10,0,0
46,5,12,2,60,0,1
54,1,11,2,40,0,1
54,4,11,2,50,0,0
56,4,15,0,45,1,0
27,4,15,4,50,0,0
26,4,9,4,40,1,0
41,2,15,2,40,0,0
41,4,11,2,40,0,0
32,4,15,0,40,1,0
18,4,11,4,30,1,0
36,4,11,2,65,0,0
37,4,0,4,40,0,0
31,4,4,4,25,0,0
46,4,9,2,51,0,0
24,4,11,0,40,0,0
25,5,9,4,35,0,0
55,4,4,2,50,0,0
64,2,11,6,40,0,0
30,2,9,4,40,1,0
65,4,12,4,99,0,0
46,1,9,0,40,0,0
45,4,12,2,60,0,1
18,4,15,4,25,1,0
32,4,9,2,40,0,0
38,0,9,2,50,1,1
34,7,10,2,45,0,1
35,4,11,2,40,0,0
26,4,11,4,40,0,0
24,4,15,4,35,0,0
45,6,11,2,80,0,1
36,4,0,4,34,1,0
44,4,5,2,40,0,0
23,4,15,4,60,1,0
57,4,11,2,55,0,0
41,6,15,2,60,0,1
20,2,11,2,30,0,0
32,4,15,2,36,0,0
60,4,11,2,40,1,1
38,5,9,4,20,1,0
29,4,11,4,45,1,0
22,4,11,4,40,0,0
21,4,15,4,30,0,0
40,2,11,2,40,0,0
59,4,15,2,45,0,1
45,7,12,0,45,0,0
76,2,11,6,13,1,0
45,4,9,2,40,0,1
49,2,12,5,70,1,0
36,2,8,4,60,1,1
22,4,1,4,35,0,0
47,4,8,0,44,1,0
26,4,11,1,55,0,0
21,4,15,0,40,0,0
27,4,11,4,15,1,0
26,4,9,4,40,0,0
20,4,8,4,25,1,0
31,6,12,4,45,0,0
57,2,12,0,40,1,0
39,4,1,0,40,1,0
36,4,7,4,40,0,1
66,4,15,2,45,0,0
34,2,15,2,40,0,0
80,0,11,2,25,0,0
21,4,11,4,40,1,0
40,4,9,2,32,0,1
49,2,7,0,30,1,0
48,6,15,0,60,1,0
19,7,15,4,24,0,0
42,4,1,2,40,0,0
59,4,11,2,45,0,0
63,4,15,0,40,1,0
26,4,11,4,40,0,0
41,4,6,0,35,1,0
42,4,15,2,40,0,0
19,4,11,4,20,0,0
45,2,1,2,25,1,0
47,4,11,2,30,1,1
47,4,11,0,40,1,0
34,4,8,2,40,0,0
49,6,9,2,40,0,1
36,4,11,0,40,0,0
53,4,11,6,40,0,1
21,0,15,4,45,0,0
39,4,11,0,40,0,0
52,6,8,2,40,0,0
18,4,15,4,35,1,0
59,4,8,4,40,0,0
50,4,11,2,50,0,1
31,4,9,2,40,0,1
52,0,15,2,40,1,1
41,6,15,2,40,0,1
45,4,7,6,40,0,1
54,2,12,0,40,1,0
22,4,11,4,25,0,0
50,4,11,2,40,0,1
20,0,7,4,32,1,0
43,4,11,0,40,1,0
48,2,9,2,40,0,0
24,4,9,4,45,0,0
54,4,15,2,40,0,1
26,4,11,2,40,0,0
53,4,9,2,40,0,1
51,5,10,2,40,0,1
54,4,12,2,44,0,1
32,7,11,2,49,0,1
46,4,11,2,40,0,0
60,0,9,2,12,0,0
52,2,11,0,45,1,0
44,4,11,0,40,1,0
56,5,15,2,40,0,0
57,4,11,2,40,0,0
35,4,11,4,40,1,0
30,4,7,4,40,1,0
29,4,15,4,35,0,0
49,4,9,2,66,0,1
28,4,0,4,40,0,0
30,4,15,5,40,1,0
45,4,11,0,40,0,0
17,4,0,4,12,0,0
54,2,0,2,40,0,0
31,4,15,2,40,0,0
54,4,10,2,50,0,1
55,0,9,2,40,0,0
26,4,7,2,40,1,0
37,4,6,2,50,0,0
34,4,11,0,48,0,1
38,4,9,2,40,0,0
51,4,15,2,45,0,0
41,4,11,4,60,0,0
24,4,15,4,40,0,0
56,5,9,2,50,0,1
33,4,11,4,40,0,0
31,4,0,2,40,0,0
27,4,15,4,50,0,0
32,6,9,2,45,0,0
35,4,7,2,40,0,0
43,4,15,2,45,0,1
40,4,11,0,36,1,0
19,6,11,4,53,0,0
23,4,7,4,32,0,0
40,4,11,5,40,0,0
59,4,11,0,38,0,1
43,4,11,2,40,0,0
43,6,0,2,60,0,0
53,4,11,6,40,1,0
26,4,11,2,40,0,0
68,5,15,2,20,0,1
41,4,9,2,48,0,1
32,6,11,0,40,0,0
25,7,9,4,40,0,0
20,4,11,4,40,0,0
22,4,15,4,15,0,0
33,4,0,2,40,0,0
26,2,15,2,40,0,0
29,4,11,4,25,1,0
20,4,11,4,23,1,0
68,7,12,2,42,0,1
58,4,15,0,40,1,0
32,4,11,0,40,0,0
23,4,7,4,25,1,0
30,4,6,2,40,0,0
67,7,15,2,8,0,0
26,4,7,4,32,1,0
53,6,11,2,35,0,0
27,2,11,2,60,0,0
29,8,15,2,65,0,0
38,7,10,2,40,0,1
17,4,6,4,40,1,0
48,4,12,2,40,0,1
52,4,15,6,40,1,0
28,4,7,2,40,1,0
18,4,15,4,15,0,0
28,4,15,0,30,0,0
34,4,15,2,40,0,0
62,4,11,2,40,0,1
46,4,4,2,40,0,0
30,4,15,0,40,1,0
20,4,15,4,40,0,0
29,4,11,4,50,0,0
55,4,15,2,25,0,0
20,4,15,4,24,0,0
54,4,0,2,40,0,0
27,4,0,4,30,0,0
43,4,15,4,55,0,0
17,0,0,4,40,0,0
48,7,12,0,72,0,0
34,4,9,4,40,0,0
66,0,6,2,40,0,0
29,4,9,4,40,1,0
43,0,15,5,40,0,0
37,4,8,0,40,1,0
56,4,15,2,40,0,1
58,4,0,2,40,0,1
54,5,9,2,40,0,0
45,4,15,5,41,0,0
29,5,11,2,40,0,0
26,4,7,2,40,1,0
43,4,11,2,40,0,1
33,2,11,2,40,0,0
45,6,15,2,42,0,0
25,4,15,4,30,0,0
25,4,11,2,40,0,0
69,0,14,0,5,0,0
37,4,7,2,40,0,0
20,4,11,4,25,0,0
39,4,12,2,24,1,1
17,4,0,4,20,1,0
27,2,11,4,40,0,0
26,4,11,4,40,1,0
55,4,4,2,40,0,0
39,4,1,2,60,0,0
41,4,11,5,40,1,0
34,4,3,2,40,0,0
51,4,8,2,50,0,1
67,7,10,2,12,0,0
40,4,15,0,40,0,0
58,4,7,2,40,0,0
23,4,11,4,40,1,0
45,2,12,2,50,0,1
51,4,9,2,50,0,1
43,7,15,0,40,0,0
25,7,9,4,50,1,0
36,6,9,2,40,0,0
58,4,11,2,50,0,0
33,4,11,0,40,0,0
60,2,8,2,40,0,0
24,4,11,4,40,0,0
45,4,11,0,46,1,0
49,4,11,0,40,1,0
19,4,2,4,40,1,0
34,7,15,3,38,1,0
42,7,9,0,40,0,0
25,4,11,4,50,1,0
73,0,11,2,15,0,0
59,6,4,2,15,0,0
28,4,11,2,40,0,0
19,4,1,4,30,0,0
31,7,9,4,40,1,0
58,1,9,4,48,0,0
21,4,11,4,13,0,0
47,6,11,2,50,0,1
30,4,9,4,40,0,1
41,4,5,2,40,0,0
59,0,0,0,40,1,0
43,4,15,5,51,0,1
48,4,11,5,40,1,0
44,4,9,2,50,0,1
44,4,15,4,40,1,0
24,4,9,4,40,1,0
28,4,11,2,43,0,0
50,4,11,3,10,1,0
33,4,15,2,40,0,1
23,2,9,4,50,1,0
30,0,11,4,40,0,0
46,4,0,2,40,0,0
21,7,15,4,10,0,0
52,4,6,5,30,1,0
26,4,9,4,50,0,0
27,7,9,4,12,0,0
28,4,1,4,40,1,0
50,5,9,2,60,0,1
28,4,11,2,35,0,0
61,6,1,2,20,0,0
32,4,5,5,35,1,0
30,1,15,4,40,0,0
51,2,9,0,40,1,0
40,2,15,4,40,0,1
36,4,11,4,70,0,0
28,4,15,0,24,0,0
49,4,7,2,45,0,1
61,6,5,2,30,0,0
41,6,9,2,60,0,1
55,4,11,6,30,1,0
36,4,9,2,40,1,0
21,4,15,4,40,1,0
57,6,15,2,45,0,1
49,5,14,2,37,0,1
59,4,1,2,40,0,0
41,4,15,5,80,0,1
59,4,15,2,40,0,0
20,4,11,4,25,0,0
42,4,15,0,40,1,0
41,2,12,0,60,1,0
45,1,9,2,50,0,1
36,4,11,4,40,1,0
42,2,7,2,45,1,1
25,4,9,2,40,0,0
45,4,11,2,40,0,1
58,6,11,2,40,0,1
39,4,11,2,40,0,0
34,4,11,2,40,0,1
22,6,15,4,40,0,0
44,4,11,0,50,0,1
53,5,15,6,40,1,0
22,4,7,4,40,0,1
27,4,6,2,40,0,0
60,4,11,5,25,1,0
46,4,9,2,40,0,1
56,5,14,2,40,0,1
36,4,9,4,40,0,1
56,4,11,0,32,1,0
35,0,15,2,40,0,1
29,5,9,2,70,0,0
19,4,0,4,39,0,0
38,4,11,2,40,0,0
40,1,15,2,40,0,1
52,4,7,2,55,0,1
22,4,15,2,40,1,0
32,7,11,0,25,1,0
27,4,9,4,40,1,0
25,4,9,4,40,1,0
36,4,12,2,40,0,1
22,4,2,4,40,0,0
32,6,11,2,45,0,0
37,4,9,5,40,1,0
22,4,11,4,54,0,0
29,4,11,2,40,1,1
42,4,13,4,25,0,0
45,4,8,4,38,1,0
33,4,9,0,45,1,0
39,4,15,5,40,1,0
27,4,2,4,45,0,0
53,2,9,2,50,1,1
30,4,9,4,40,1,0
52,6,15,6,35,0,0
43,5,9,2,60,0,1
47,2,12,4,35,0,1
61,4,11,2,40,0,0
39,2,12,0,40,0,0
47,4,15,0,50,0,0
19,4,11,2,25,0,0
37,4,15,2,40,0,0
31,4,11,2,51,0,0
69,6,8,2,8,0,0
22,0,15,4,25,0,0
29,4,11,2,40,0,0
24,4,15,4,14,0,0
42,4,11,5,40,0,0
30,2,9,2,72,0,1
28,4,12,3,80,1,1
27,4,8,4,40,0,0
53,4,11,0,40,1,0
35,7,11,2,40,0,0
22,4,2,2,40,0,0
25,4,11,5,40,0,0
38,2,9,2,40,1,1
27,4,9,4,35,1,0
30,4,6,2,37,0,0
27,4,9,0,50,1,0
25,4,9,4,40,0,0
36,0,11,6,4,1,0
32,4,11,4,40,1,0
70,4,0,6,45,0,0
50,4,11,2,40,0,0
40,4,15,2,35,1,0
34,4,1,3,55,0,0
57,6,11,2,50,0,0
39,4,12,4,32,1,0
49,4,15,0,40,1,0
43,4,15,2,40,0,1
26,4,11,4,45,1,0
31,4,15,0,40,1,0
60,6,15,2,50,0,0
46,4,12,2,50,0,1
26,4,15,2,55,0,1
27,4,14,4,40,1,0
31,4,15,2,40,1,0
59,4,11,6,50,1,0
19,0,15,4,20,1,0
18,4,15,4,24,1,0
22,4,15,2,45,0,0
24,4,7,2,20,1,0
53,7,0,2,40,0,1
43,4,11,2,42,0,1
24,4,15,2,50,0,1
60,4,0,6,40,1,0
24,4,11,2,40,0,0
52,1,11,4,40,0,0
32,4,8,2,99,0,1
34,4,0,5,35,1,0
35,2,7,2,40,0,1
38,4,6,3,40,0,0
34,6,11,2,90,0,0
53,2,14,4,50,1,1
23,4,11,4,40,1,0
40,4,15,2,40,0,0
40,4,11,2,40,0,0
50,4,11,2,60,0,1
17,4,0,4,20,1,0
53,2,9,0,54,1,0
32,4,9,0,50,0,1
43,0,11,4,40,1,0
18,4,1,4,16,0,0
62,4,0,0,40,1,0
45,4,12,2,40,0,0
46,4,10,2,70,0,0
73,6,5,2,40,0,0
64,4,10,2,60,0,1
26,4,9,2,45,1,1
23,4,11,4,48,0,0
30,4,11,4,40,0,0
51,4,15,0,40,1,0
35,6,9,0,55,1,0
39,4,15,4,45,1,1
35,5,12,2,40,0,1
41,4,11,6,40,1,0
31,4,15,0,40,0,0
40,4,9,2,50,0,1
46,2,14,2,40,0,1
31,4,11,4,30,1,0
41,5,15,0,40,1,0
42,4,9,2,40,0,0
23,4,11,4,40,0,0
21,0,15,4,35,0,0
49,4,15,2,45,0,1
53,4,8,0,40,0,0
38,2,9,4,43,1,1
36,4,7,0,40,1,0
32,4,15,4,72,0,0
20,4,1,4,40,0,0
17,0,1,4,10,0,0
22,4,15,4,32,1,0
25,4,8,4,40,0,0
58,4,11,2,40,0,0
24,4,15,4,20,0,0
48,7,11,0,40,0,1
20,4,3,4,30,0,0
60,6,15,2,40,0,1
20,4,11,4,30,0,0
52,4,15,2,45,0,1
36,4,11,2,40,1,1
46,2,9,2,40,0,1
22,4,1,4,25,1,0
19,4,15,4,35,1,0
37,4,11,4,40,0,0
30,4,8,0,40,1,1
44,4,7,4,25,0,0
63,0,11,2,25,0,0
22,4,11,4,45,0,0
31,5,9,2,50,0,0
17,4,1,4,40,0,0
21,4,11,4,40,0,0
67,4,12,2,40,0,1
46,4,5,0,40,0,0
29,4,11,0,50,0,0
20,4,15,4,6,1,0
27,4,15,4,24,0,0
35,4,15,2,40,0,1
19,4,15,4,30,1,0
36,4,2,5,40,1,0
43,4,9,2,50,0,1
62,7,9,0,40,0,0
28,4,14,4,40,0,0
18,4,1,4,15,1,0
59,4,14,2,50,0,1
37,4,9,0,40,0,0
27,4,15,4,40,0,0
46,2,12,0,43,1,0
29,4,1,5,42,1,0
33,4,9,2,40,1,1
62,4,11,2,40,0,0
46,4,10,2,55,0,1
28,4,0,2,40,0,0
22,4,15,4,35,1,0
46,1,12,2,40,0,1
54,5,15,2,40,0,1
34,4,11,2,72,0,0
67,0,10,2,20,0,1
62,4,9,2,20,0,1
30,4,15,2,40,0,0
19,4,11,4,20,0,0
49,0,5,2,99,0,0
27,4,8,4,45,0,0
36,4,15,2,50,0,1
52,4,9,2,40,0,1
47,4,2,3,55,1,0
57,2,11,0,40,1,0
64,4,15,3,40,1,0
56,0,11,0,40,0,0
53,4,1,6,47,1,0
53,4,9,2,44,0,1
31,4,15,5,40,0,0
41,4,9,2,45,0,1
45,2,11,5,40,1,0
63,0,9,2,45,0,0
45,7,11,0,40,1,0
23,4,15,4,28,1,0
39,2,12,2,72,0,0
31,4,8,2,40,0,0
35,6,9,2,45,0,0
54,4,12,2,60,0,1
22,0,15,4,40,1,0
40,2,9,0,40,1,0
55,6,9,2,40,0,1
31,4,11,2,40,0,0
58,5,1,2,60,0,0
31,4,10,2,99,0,1
46,6,11,6,40,1,0
38,4,8,2,40,0,0
22,2,15,4,25,1,0
17,0,0,4,30,0,0
48,6,11,2,60,0,0
73,4,9,2,15,0,0
25,4,9,2,45,0,1
53,1,15,0,40,0,0
46,4,15,2,45,0,1
45,5,9,2,25,1,1
37,4,9,4,40,1,0
30,4,11,2,50,0,0
29,4,11,2,40,0,0
29,7,15,2,40,0,0
75,0,9,6,6,1,0
58,4,12,2,40,0,1
42,6,5,2,50,1,0
62,2,6,0,24,0,0
45,2,9,2,40,0,1
38,4,9,2,40,0,1
36,6,9,2,50,0,1
70,0,11,6,40,1,0
42,6,5,2,30,0,0
47,2,12,2,35,0,1
42,6,15,4,40,0,0
43,4,15,2,38,1,1
37,4,8,2,40,0,1
36,7,15,2,39,1,1
27,4,9,4,40,1,0
54,4,4,3,40,0,0
48,6,11,2,40,0,1
29,4,11,4,30,1,0
29,4,11,2,38,0,0
37,4,15,0,47,0,0
55,5,15,2,40,0,0
67,4,11,2,20,1,0
51,4,11,6,30,0,0
35,4,12,4,32,1,0
41,4,5,2,40,0,0
64,6,11,6,40,1,0
23,4,4,4,55,0,0
49,4,9,4,35,1,0
38,6,9,2,70,0,0
62,4,11,4,40,1,0
62,6,5,2,10,0,0
70,0,11,2,14,0,0
45,6,12,0,40,0,0
20,4,7,4,40,1,0
38,4,11,2,48,0,0
50,5,9,2,40,0,0
40,4,15,2,55,0,1
30,4,11,2,70,0,0
52,1,15,5,40,1,0
28,6,9,4,50,0,1
62,6,11,2,30,0,0
31,4,11,0,40,1,0
40,4,11,2,40,0,1
34,4,11,0,40,1,0
53,4,15,2,40,0,1
42,4,2,4,40,0,0
26,4,15,2,25,0,0
51,4,11,2,40,0,1
49,4,12,2,50,0,1
43,4,11,2,40,0,0
42,4,15,0,40,0,0
31,4,1,3,40,1,0
26,4,11,2,40,0,0
50,4,9,5,40,1,0
35,4,11,2,40,0,0
37,4,15,4,40,1,0
53,0,11,4,35,0,0
20,4,15,4,16,0,0
31,2,14,2,40,0,1
28,4,11,4,35,0,0
46,4,11,2,40,0,1
21,4,15,4,8,1,0
41,6,12,2,70,0,1
30,4,9,4,70,0,1
66,5,9,2,70,0,0
37,5,15,2,60,0,1
74,7,5,6,20,1,0
46,7,15,2,70,0,1
51,4,12,2,50,0,1
33,4,9,2,50,0,1
30,4,4,2,40,0,0
47,5,9,2,50,0,1
49,4,9,0,40,1,0
53,4,11,0,48,1,0
24,4,8,4,40,0,0
54,4,11,2,50,0,0
32,4,15,4,40,0,0
45,4,15,2,45,0,0
46,5,11,3,45,0,0
37,7,15,0,65,0,0
48,7,12,2,61,0,1
25,4,9,4,40,1,0
28,0,11,2,20,1,0
44,0,2,5,36,1,0
58,0,15,2,30,0,0
27,4,15,4,40,1,0
69,4,11,6,8,0,0
38,4,9,2,52,0,1
47,4,2,4,40,1,0
30,6,15,4,60,1,0
46,4,11,4,30,0,0
27,4,14,4,45,1,0
19,4,15,4,35,0,0
18,4,11,2,40,1,0
24,4,1,2,50,0,1
32,4,9,4,40,1,0
38,4,11,2,40,0,0
19,4,13,4,36,0,0
28,4,15,4,40,0,0
39,2,12,4,55,1,0
38,6,15,5,60,0,0
42,4,11,2,40,1,1
31,4,15,2,40,1,1
46,4,6,5,40,1,0
53,4,15,6,54,1,0
21,4,7,4,15,0,0
48,6,11,2,50,0,0
46,4,11,2,52,1,1
30,4,11,2,45,0,0
24,4,11,4,40,0,0
32,4,0,4,50,0,0
30,4,11,0,40,1,0
57,7,10,0,50,1,0
56,4,5,4,40,0,0
27,4,11,4,37,1,0
38,4,9,2,40,0,0
19,4,11,4,40,0,0
61,6,15,2,50,0,1
49,4,8,0,40,1,0
28,4,11,2,38,0,0
50,5,12,2,55,0,1
43,4,9,2,84,0,1
34,4,11,4,48,1,0
28,4,1,2,40,0,0
31,4,15,2,40,0,0
55,4,11,6,44,1,0
26,4,9,2,45,1,1
51,2,10,2,40,1,1
35,4,11,2,40,0,0
42,4,7,3,31,1,0
63,0,10,2,12,0,0
31,4,12,4,30,0,0
22,2,11,4,20,0,0
67,4,11,0,60,0,0
50,0,6,2,50,0,0
63,4,11,6,24,1,0
31,4,11,2,40,0,1
17,4,1,4,40,0,0
41,2,11,2,40,0,0
53,2,5,2,38,0,0
44,2,15,2,99,0,0
24,4,9,4,40,0,0
35,4,8,0,35,0,0
61,4,15,2,40,1,1
31,4,7,4,40,1,0
44,4,9,2,40,0,1
56,4,11,2,36,0,1
66,4,7,0,40,1,0
45,4,15,2,40,0,0
69,6,9,2,45,0,1
64,4,11,2,40,0,0
38,4,11,2,36,1,1
43,2,15,5,40,0,0
37,4,11,0,49,0,0
19,4,11,4,16,1,0
59,6,11,2,40,0,0
50,1,15,2,40,0,0
33,4,9,2,50,0,1
56,4,15,2,45,0,1
28,4,8,2,40,0,0
27,4,11,2,34,1,0
42,4,12,2,40,0,0
34,4,11,2,40,0,0
19,4,1,4,30,0,0
68,6,11,2,40,0,1
28,4,12,2,38,0,1
81,0,15,6,4,1,0
22,6,11,4,40,0,0
58,4,7,0,40,1,0
31,4,15,4,25,1,0
17,2,1,4,30,0,0
25,4,15,4,50,0,1
23,4,15,4,23,1,0
25,4,2,4,40,0,0
47,4,11,4,40,0,0
39,4,9,2,60,1,1
44,4,11,2,40,0,0
46,4,8,2,40,0,1
38,6,15,2,35,0,0
23,4,11,4,30,0,0
34,4,9,3,35,1,0
33,4,11,4,40,0,1
38,4,11,6,20,1,0
52,6,8,2,40,0,0
50,4,11,0,33,1,0
38,4,9,4,45,1,1
35,4,9,2,40,0,0
67,6,10,2,35,0,1
60,4,11,2,40,0,1
44,4,11,4,15,1,0
38,6,11,0,50,0,0
29,4,11,2,40,0,1
65,4,12,2,50,0,1
33,4,7,4,40,1,0
29,0,11,4,40,0,0
18,4,1,4,30,1,0
43,4,14,0,40,0,0
42,4,8,0,40,1,0
42,4,11,2,40,0,0
32,4,11,2,30,0,0
36,4,7,4,40,1,0
41,7,9,2,40,0,1
30,4,15,4,40,1,0
21,4,11,4,35,0,0
33,4,15,2,40,0,1
19,0,15,4,15,0,0
19,4,11,4,25,0,0
35,4,11,0,40,0,0
43,4,11,0,35,1,0
45,4,11,2,24,0,0
25,4,9,4,50,0,0
39,6,9,2,40,0,0
26,4,11,4,40,0,0
60,4,12,2,10,0,0
52,2,10,2,40,1,1
22,4,2,4,30,0,0
23,4,15,4,40,1,0
46,4,11,2,40,1,0
34,6,9,2,30,0,0
39,4,9,2,50,0,1
38,4,11,4,40,1,0
56,6,12,2,25,0,0
55,1,11,0,40,1,0
40,4,15,2,40,1,1
23,4,15,4,40,0,0
39,4,9,0,40,0,0
24,4,9,2,30,0,0
51,6,11,2,40,0,1
47,5,9,2,50,0,1
25,6,11,4,50,0,0
34,4,14,2,55,0,1
18,4,1,4,20,1,0
19,4,15,4,28,1,0
32,4,15,0,40,0,0
49,4,11,2,40,0,1
40,0,5,5,8,1,0
43,4,11,2,55,0,0
71,5,12,2,40,0,1
59,4,11,4,40,0,0
32,4,9,2,40,1,1
25,4,9,4,40,0,0
32,4,11,2,40,0,0
17,4,1,4,15,1,0
57,5,14,2,35,0,1
17,6,2,4,15,0,0
27,4,9,4,40,1,0
41,2,11,2,40,0,0
62,0,10,2,40,0,1
19,4,1,4,25,1,0
41,4,4,0,40,1,0
39,4,9,4,50,0,1
30,4,11,4,40,0,0
37,4,9,2,40,0,1
18,4,1,4,15,1,0
40,6,9,2,45,0,1
38,5,15,2,60,0,1
24,4,11,4,40,0,0
33,4,11,2,50,0,0
48,4,9,2,40,0,0
51,4,9,2,40,0,1
48,4,11,2,40,0,0
43,4,5,2,45,0,0
34,4,14,4,50,0,0
41,4,8,5,30,0,0
51,5,14,0,60,0,1
25,4,11,4,40,0,0
20,4,11,4,50,0,0
61,5,11,2,45,0,0
35,4,15,0,70,1,0
42,2,12,0,40,1,0
26,2,11,4,16,0,0
46,4,11,2,50,0,0
39,7,9,4,40,0,1
18,0,0,4,40,0,0
29,4,15,4,80,0,0
39,4,15,3,40,0,1
47,4,11,2,40,0,1
40,4,15,2,50,0,1
43,7,11,2,40,0,1
32,4,11,0,40,0,0
31,4,0,0,40,1,0
19,0,15,4,35,0,0
44,1,7,2,40,0,1
46,2,9,2,40,0,1
53,6,12,2,50,0,1
43,4,9,2,40,0,0
41,7,9,4,40,1,0
35,4,11,6,40,0,0
48,4,9,2,45,0,0
28,7,12,2,40,1,0
44,4,9,6,32,1,0
20,0,15,4,40,1,0
51,2,14,6,40,1,0
28,4,11,4,50,0,0
36,4,9,4,60,0,0
28,4,11,2,35,0,0
21,4,15,4,40,0,0
34,0,9,2,30,0,0
36,2,15,2,40,0,0
25,0,7,4,80,1,0
31,4,11,4,43,0,0
44,6,11,2,60,0,0
49,2,1,0,40,0,0
40,4,11,2,40,0,0
64,1,10,2,40,0,1
54,2,12,2,40,0,1
27,4,15,2,55,0,0
18,4,15,4,20,1,0
68,4,6,2,44,0,0
64,4,10,6,80,0,1
36,4,11,2,40,0,0
21,4,11,4,24,0,0
22,4,15,4,30,0,0
61,4,9,2,40,0,0
24,4,15,4,10,0,0
49,7,9,2,50,0,1
25,4,15,5,30,1,0
66,0,11,2,40,0,0
29,4,15,4,45,0,0
22,4,11,4,40,1,0
57,1,15,2,40,0,0
41,4,9,4,40,1,0
29,4,11,2,40,0,1
20,4,15,4,35,1,0
47,4,14,2,45,0,1
22,4,11,4,55,1,0
59,5,8,0,50,0,1
42,7,12,2,40,0,1
64,6,15,4,35,1,0
29,1,11,3,40,0,0
25,7,15,4,20,0,0
62,4,15,0,40,1,0
44,4,12,0,45,0,1
21,4,11,5,40,1,0
60,4,15,2,40,0,1
46,4,0,0,40,0,0
44,1,9,0,40,0,1
21,4,11,4,19,1,0
18,4,1,4,18,0,0
39,4,9,2,32,1,0
33,4,12,2,45,0,1
63,4,3,0,40,0,0
52,2,11,2,52,0,1
17,4,6,4,22,0,0
45,5,14,2,50,0,1
31,4,11,4,40,0,0
35,4,15,2,40,0,0
31,4,11,2,40,0,1
51,7,15,0,40,1,0
48,2,11,2,60,0,0
28,4,11,2,40,0,0
42,1,11,2,40,0,0
38,4,15,0,40,1,0
43,2,9,2,40,0,1
30,4,11,2,40,0,0
24,4,2,4,55,0,0
46,4,9,2,60,0,1
50,4,0,2,60,0,0
22,4,11,5,35,0,0
18,7,11,4,15,0,0
53,4,9,2,45,0,1
40,4,9,2,44,0,1
36,6,10,2,35,0,0
32,4,9,2,43,0,1
39,4,11,4,12,0,0
46,4,11,2,40,0,0
26,2,9,4,42,0,0
19,4,15,4,15,0,0
24,4,11,2,40,1,0
28,4,12,4,40,0,0
25,2,12,4,40,1,0
44,4,15,2,40,0,1
38,4,11,2,40,0,0
42,7,12,0,45,0,0
28,4,11,2,40,0,0
36,4,9,4,50,0,0
47,4,9,4,60,0,1
46,4,11,2,35,0,0
21,2,15,4,40,1,0
19,0,11,4,25,1,0
35,4,9,4,45,1,0
26,4,11,2,40,0,0
21,4,15,4,30,1,0
67,6,5,2,40,0,0
54,4,11,4,40,0,1
26,4,12,4,25,0,0
51,4,9,0,50,1,0
27,4,15,0,45,0,0
27,4,11,2,40,0,1
39,4,15,0,40,1,0
32,4,9,0,48,1,1
52,4,11,5,40,0,0
21,4,15,2,40,0,0
27,2,11,4,38,0,0
46,4,5,3,45,0,0
42,4,8,2,30,0,0
79,5,9,2,20,0,1
50,1,9,2,40,1,1
19,0,11,4,20,1,0
43,1,15,4,40,0,0
51,2,12,2,60,0,0
45,4,15,2,50,0,1
65,4,11,5,20,0,0
66,4,9,2,5,0,1
36,6,8,2,99,0,0
26,4,7,4,36,1,0
28,4,15,4,50,0,0
39,6,14,2,45,0,1
43,4,15,2,60,0,0
20,4,11,4,40,1,0
29,4,15,0,40,0,0
32,4,9,2,50,0,1
44,6,9,0,40,1,0
18,0,15,4,40,1,0
60,4,15,2,40,0,0
34,4,11,2,40,0,1
60,4,11,6,40,1,0
38,4,1,0,40,1,0
